source_pdf,상품명,브랜드명,상세_카테고리명,의류종류,가격,소재,케어방법,사이즈,사이즈_상세,색상,이미지_무드,이미지_톤,이미지_배경,사진_구성,모델_특징,제품_특징,브랜드_평,이미지_요약
여성_의류/29_3640279.pdf,(4차_2/19예약배송) Brushed mohair crochet cardigan_cream,AARAN 40K,여성_의류,,22420,Acrylic 44%,"-드라이클리닝 권장 -기계 세탁 시 변형,이염,변색,탈색 가능성이 있음 -장시간 수분에 노출될 시 변형 가능성 있음 -건조기 사용 금지 -염소,산소계 표백제 사용 금지",,"INFO
어깨 37 가슴 45 총기장 51 밑단 38 소매기장 62 암홀 22 소매단면 14 소매밑단 10.5
MODEL INFO
Height 172cm Bust 84 Waist 62
Hips 86 shoes 250mm Hair Brown
Eyes Blue
CARE
-드라이클리닝 권장
-기계 세탁 시 변형,이염,변색,탈색 가능성이 있음
-장시간 수분에 노출될 시 변형 가능성 있음
-건조기 사용 금지
-염소,산소계 표백제 사용 금지
* 세탁 후에는 교환이나 반품이 불가능하니,
상품을 받아보신 후 제품의 상태를 꼭 확인하여 주세요.
주문안내
-발송은 결제 후 2-7 ( 토요일,공휴일 제외 ) 소요됩니다.
*예약배송,주문제작 상품은 배송기간 시일보다 더 소요될 수 있습니다.
-주문금액이 7 만원 미만일 경우 배송비 3000원이 추가됩니다.
-주문하실 때 품절이 아니더라도 재고 수량에 따라 추후 품절될 수 있습니다.
선물하기 구매하기

유의 사항
-모니터 해상도와 밝기에 따라 실제 색상과 차이가 있을 수 있습니다.
-제품마다 사이즈 측정 방법에 따라 1~3cm정도의 오차가 발",CREAM,,,,,,,,
여성_의류/30_2773705.pdf,[경은 착용]_HIGH NECK BUTTON CARDIGAN MELANGE GREY,[경은 착용]_HIGH NECK BUTTON CARDIGAN MELANGE GREY,여성_의류,,89680,,,Free,"]FREE (MIDDLE.ver)
체형 : 156cm, 39kg
사이즈 : 잘 맞아요
처음에 불량 상품 받아가지고 교환하는데 조금 걸리긴했지만! 가지고싶었던 제품이라 교환받고는 만족해요ㅎ...
a0l**** 2025.11.16
옵션 : [사이즈]FREE
체형 : 169cm, 48kg
사이즈 : 잘 맞아요
진짜 보자마자 너무 맘에 들었고 뭐입을지 고민될때마다 입고다녀요! 목이 긴편인데도 짧지않아서 좋았고 막 ...
min**** 2025.11.20
옵션 : [사이즈]FREE
체형 : 153cm, 58kg 선물하기 구매하기
사이즈 : 잘 맞아요

친구가 고른 생일선물 후기인데 친구도 저도 넘 만족한 선물이였어요:) 일단 친구 스타일대로 몹시 무난..ㅎㅎ ...
kim****** 2025.11.19
옵션 : [사이즈]FREE
체형 : 168cm, 67kg
사이즈 : 잘 맞아요
목선이 예쁘게 보여서 좋아요. 제 아이디가 아니라서 키 몸무게 실제와 다름! 실제로 키 162 / 55,66 둘다입는 ...
na5****** 2025.11.27
옵션 : [사이즈]FREE (MIDDLE",,,,,,,,,
여성_의류/30_3733345.pdf,RAW EDGE CARDIGAN [GREY],RAW EDGE CARDIGAN [GREY],여성_의류,,148000,,,174,": 174cm, 176cm
*모델 착용 사이즈 : OS
* SIZE(cm)
OS- 총장 59 가슴 43.5 어깨 38.5 밑단 44.5 암홀 21 소매장 61.5
(OUTSHELL) Nylon 45% Polyester 30% Acrylic 15% Wool 10%
1. 본 제품은 반드시 단독 드라이크리닝 하십시오.
2. 기계 건조하지 마십시오.
3. 통풍이 잘 되는 그늘에서 건조하십시오.
4. 비틀어 짜지 마십시오.
5. 물세탁 시 금속 부착물에 의해 녹이 발생할 수 있습니다.
6. 표백제를 사용할 경우 탈염되오니 사용하지 마십시오.
상품설명 닫기
카디건 BEST 더보기
미치코런던 코시노 어랜 하네 미치코런
RUFFLE WOOL KNIT CARDIGAN SE... (4차_2/19예약배송) Brushed mohair ... [Rosie Pink 3/24] [29CM 단독] [커치... HIGH N
10%64,800 24%89,680 49%47,600 30%4
무료배송 쿠폰 조건부 무료배송 쿠폰 조건부 무료배송 무료배송
추천 상품 더보기
선물하기 구매하기

헌치 리볼드 포에",GREY,,,,,,,,
여성_의류/31_3517899.pdf,▶ 선물 포장 옵션이 없는 제품의 선물 포장을 원하실 경우 꼭 자사 고객센터(채널톡)로 문의 부탁 드립니다. (29cm 게시판,KOZNOK 27K,여성_의류,,67500,최대 91% 혜택으로 미리 준비해요,,Free,"HELP
구매 시 상세 사이즈를 확인 바랍니다.
FREE(단면cm)
총길이 57.0
어깨 너비 40.0
가슴 너비 48.0
소매 길이 57.0
허리 너비 32.0
엉덩이 너비 52.0
밑위 너비 31.0
밑단 너비 24.0
세트 BEST 더보기
선물하기 구매하기

울랄라 파자마 도씨 오프아워 오프아워
[SET] 베이직 긴팔 여성페어 세미와이드... [해원 Pick] 실크핏 클로에 긴팔 커플 잠... (w) 에반 피치 플러프 긴팔 잠옷 세트 (w) 세린
61%23,290 52%23,920 48%25,940 47%2
쿠폰 조건부 무료배송 쿠폰 조건부 무료배송 쿠폰 조건부 무료배송 쿠폰
추천 상품 더보기
코즈넉 코즈넉 코즈넉 코즈넉
리리엘 순면 여성 잠옷 세트 홈웨어 골... 달리아 와플 여성 잠옷 세트 홈웨어 파... 베어비 여성 잠옷 세트 홈웨어 파자마 ... 에밀 플라워 순면
16%56,200 16%58,800 21%55,300 21%79,000
눈여겨봐야 할 브랜드
이니스프리 지비에이치 야오 야오
레티놀 PDRN 앰플 겔 마스크 [선물포장] 핸드 워시 & 핸드 로션",채널톡,,,,,,,,
여성_의류/31_3560958.pdf,velour layer vest_bk,7차 리오더,여성_의류,,159000,,,,"]SMALL
체형 : 168cm, 44kg
사이즈 : 잘 맞아요
168-46인데 스몰사이즈 딱 맞아요 좀 여유있게 입는게 나으려나해서 사이즈 고민하다가 이 베스트는 딱 맞게 ...
soo******** 2025.12.02
옵션 : [SIZE]SMALL
체형 : 160cm, 52kg
사이즈 : 잘 맞아요
핏과 디자인 자체는 예뻐요. 다만 소재가 먼지가 잘 붙고, 잘 보이는 소재이다 보니 아무래도 관리가 편한 옷은 ...
kyo**** 2026.01.27
옵션 : [SIZE]MEDIUM
체형 : 162cm, 60kg
사이즈 : 잘 맞아요
너무 브랜드 값을 높게 잡으신 것 같아여 지극히 제 생ㅇ각 입니다. 예쁘고 고급져 보이지만 먼지가 굉장히 잘 ...
wls****** 2026.01.27
옵션 : [SIZE]SMALL
체형 : 157cm, 45kg
사이즈 : 잘 맞아요
거울이 너무 더럽지만…옷 너무 이뻐요 저는 마른편인데 옷을 껴입어서 그런건지 단추가 꽉 잠기더라구요 저한...
shm***** 2026.01.11
옵션 : [SIZE]MEDIUM
체형 : 169cm, 56kg",,,,,,,,,
여성_의류/32_3010597.pdf,뮤트톤 에어로쿨 브라 햄팬티 세트_6 Colors,,여성_의류,,56000,,,,"변경 및 배송주소 변경이 불가 합니다.
설레는 설 준비
최대 91% 혜택으로 미리 준비해요
상품설명
외부 채널 유도는 피해 주세요
29CM가 아닌 브랜드 홈페이지, 카카오톡, SMS 등을 통한 구매/상담은 운영 정책상 제한돼요.
안전한 거래 환경 유지를 위해, 관련 사례가 확인되면 안전거래센터로 알려주세요.
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

상품설명 닫기
세트 BEST 더보기
휘게 언더웨어 코데즈컴바인 이너웨어 베리시 오끌",,,,,,,,,
여성_의류/33_3531193.pdf,_Molly Reversible Shearling Coat_Dark brown,18시 LIVE,여성_의류,,45540,기존: 폴리 100% (착용시 다소 뻣뻣하고 탄성 부족),,Free,"d fit with a half-coat length
- Large front patch pockets for added functionality
- Button-front closure
- Shell (Suede side) : Polyester 90%, Spandex 10%
- Lining (Fur side) : Polyester 100%
선물하기 구매하기

Made in China.
- 페이크 스웨이드와 페이크 양털 양면으로 착용 가능한 리버서블 코트
- 한쪽은 부드러운 퍼 텍스처, 다른 한쪽은 매끈한 스웨이드 질감
- 여유 있는 오버핏의 하프코트 기장감
- 실용적인 앞면 빅 포켓 디테일
- 버튼 여밈 디자인
- 겉감(스웨이드): 폴리에스터 90%, 스판덱스 10%
- 안감(퍼): 폴리에스터 100%
SIZE - FREE
Bust 68
Shoulder 62
Hemline 64
Armholes 28
Sleeve length 56
Length 77
*상세사이즈는 단면(cm) 기준이며,
측정 방법에 따라 오차가 있을 수 있습니다.
선물하기 구매하기

선물하기 구매하기

선","DARK,BROWN",,,,,,,,
여성_의류/33_3733329.pdf,RAW EDGE HALTER KNIT [GREY],RAW EDGE HALTER KNIT [GREY],여성_의류,,98000,,,176,": 176cm

*모델 착용 사이즈 : OS
* SIZE(cm)
OS- 총장 32 밑단 31
(OUTSHELL) Nylon 45% Polyester 30% Acrylic 15% Wool 10%
1. 본 제품은 반드시 단독 드라이크리닝 하십시오.
2. 기계 건조하지 마십시오.
3. 통풍이 잘 되는 그늘에서 건조하십시오.
4. 비틀어 짜지 마십시오.
5. 물세탁 시 금속 부착물에 의해 녹이 발생할 수 있습니다.
6. 표백제를 사용할 경우 탈염되오니 사용하지 마십시오.
상품설명 닫기
기타 니트 BEST 더보기
메리온 르 로우타이드 트위
[02.06 예약 발송]슈나 레이어드 세트_2... [은현 PICK] alpaca blend hoodie sw... RAW EDGE HALTER KNIT [GREY] 벨롯 투톤
20%55,200 70%58,610 24%74,970 38%3
쿠폰 조건부 무료배송 쿠폰 쿠폰 조건부 무료배송 신상품 쿠폰
추천 상품 더보기
선물하기 구매하기
르 아르토 메리온 로트르드민

[은현 PICK] alpaca blend hoodie ... [4th] Whol",GREY,,,,,,,,
여성_의류/34_3520006.pdf,버튼 레이어드 미디 스커트_차콜,6차,여성_의류,,50000,,,ONE SIZE,"]ONE SIZE
체형 : 167cm, 51kg
사이즈 : 잘 맞아요
로고 레드 포인트부터 단추로 허리 조절하는 부분이 두군데라 만족스러웠습니다! 사실 처음에는 안보여서 몰랐...
ssi***** 2026.01.14
옵션 : [SIZE]ONE SIZE
체형 : 172cm, 58kg
사이즈 : 잘 맞아요
겨울에 하프기장 아우터 입었을 때 레이어드하면 엉덩이랑 허벅지 커버해줘서 다소 따뜻하다는 점….정도의 장...
rin***** 2026.01.19
옵션 : [SIZE]ONE SIZE
체형 : 153cm, 39kg
사이즈 : 잘 맞아요
이뻐요 너무너무 만족스러워요 무난하게 포인트 주기 좋은거 같아요!!!! 단추 채워도 약간 허리 커서 그냥 대충 ...
lee*** 2026.01.12
옵션 : [SIZE]ONE SIZE
체형 : 164cm, 56kg
사이즈 : 잘 맞아요
재질이 고급스럽진 않지만 이런 디자인 쉽게 보지 못했던 것 같아요. 블랙보다 챠콜이 더 맘에 드네요! 부들부들...
lk4*** 2026.01.17
옵션 : [SIZE]ONE SIZE
체형 : 160cm, 5",차콜,,,,,,,,
여성_의류/35_2874665.pdf,보풀(필링)은 마찰로 발생하는 자연스러운 현상으로 불량이 아닙니다.,OVERSIZED 3-BUTTON WOOL COAT_OATMEAL_LC254CO01OT,여성_의류,,429000,,,,"D 3-BUTTON WOOL COAT_OATMEAL_LC254CO01OT
43개 리뷰 보기
429,000원
40%257,400원
29CM가 처음이라면, 15% 할인 꼭 받으세요
첫 가입 혜택받기
카테고리 여성의류 아우터 롱코트
구매 적립금 최대3,850원(Newbie 1.5% 적립)
선물하기 구매하기
무신사머니 결제 시 1.5% 추가 적립:3,850원

무이자 할부 최대 5개월 무이자 할부 시 월 51,480원 결제
카드사별 할부 혜택 안내
배송정보 3일 이내 배송 시작
배송비 3,000원
50,000원 이상 구매시 무료배송
제주/도서산간 추가 배송비 없음
로우클래식
LOW CLASSIC 122K
설레는 설 준비
최대 91% 혜택으로 미리 준비해요
상품 정보
보풀(필링)은 마찰로 발생하는 자연스러운 현상으로 불량이 아닙니다.
울·캐시미어 등 천연소재는 습기·벌레에 취약하므로 장기 보관 시 습기 제거제와 방충제 사용을 권장합니다.
상품설명
외부 채널 유도는 피해 주세요
29CM가 아닌 브랜드 홈페이지, 카카오톡, SMS 등을 통한 구매/상담은 운영 정책상 제한돼요.
안전한",필링,,,,,,,,
여성_의류/35_3716806.pdf,[3/6 순차배송] 리프 원숄더 프릴 블라우스 ( 크림 ),3/6 순차배송,여성_의류,,16560,,,Free,"]FREE
체형 : 160cm, 50kg
사이즈 : 잘 맞아요
인스타 광고보고 넘넘 예뻐서 사봤능데 역시나 예쁘네요,,, 벨트랑 코디한게 예뻐보여서 일단 집에 있는걸로 했...
787**** 2026.01.30
옵션 : [SIZE]FREE
체형 : 155cm, 44kg
사이즈 : 잘 맞아요
원숄더로도 입을 수 있고 오프숄더로도 입을 수 있어서 넘 좋아요!
상품 Q&A Q&A 쓰기
nzg******* 2026.02.03
[배송문의] 답변완료
비밀글입니다.
kgm******* 2026.02.02
[배송문의] 답변완료
비밀글입니다.
선물하기 구매하기

rab******* 2026.02.01
[배송문의] 답변완료
비밀글입니다.
prk******* 2026.02.01
[기타] 답변완료
비밀글입니다.
ths******* 2026.01.30
[기타] 답변완료
비밀글입니다.
sod******* 2026.01.29
[기타] 답변완료
비밀글입니다.
dbr******* 2026.01.27
[상품문의] 답변완료
비밀글입니다.
7개의 상품 Q&A 전체보기
비슷한 상품 더보기
레터프롬문 레터프롬",크림,,,,,,,,
여성_의류/36_2799427.pdf,실크핏 클로에 긴팔 커플 잠옷 세트,해원 Pick,여성_의류,,49900,,,,"]스카이:M
체형 : 160cm, 52kg
사이즈 : 잘 맞아요
god 콘서트에서 굿즈를 사지 못해 호이가 입은 파자마라도 사야겠다 싶어 냉큼 구매했습니다. 콘서트의 영향...
hee*** 2026.01.21
옵션 : [색상:사이즈]스카이:L
체형 : 168cm, 48kg
사이즈 : 잘 맞아요
편하게 입고 싶어서 일부러 라지 사이즈 주문했어요~ 팔다리가 긴 편이라 다른 파자마들은 다 짧똥한데 이건 ...
mon******** 2026.01.15
옵션 : [색상:사이즈]스카이:M
체형 : 155cm, 45kg
사이즈 : 잘 맞아요
🤍디자인 -사진 그대로의 푸른 색감인데 산뜻하고 너무 예뻐요!!! 빨간색 스트라이프가 크리스마스 느낌도 나...
hya****** 2026.01.09
옵션 : [색상:사이즈]스카이:M
체형 : 159cm, 50kg
사이즈 : 잘 맞아요
진짜 잠옷 왜이제야샀을까요 해원이광고하는거보고 이쁘다 픽해놓고 고민하다가 이제야샀는데 진!!짜!! 만족하...
선물하기 구매하기
pas******* 2025.11.27

옵션 : [색상:사이즈]스카이:L
체형 :",uni,,,,,,,,
여성_의류/36_2960662.pdf,wool classic double breasted coat (charcoal),LE 107K,여성_의류,,586000,,,Free,"D 3-BUTTON WOOL COA... OVERS
62%172,210 70%173,460 40%257,400 40%2
쿠폰 쿠폰 조건부 무료배송 조건부 무
추천 상품 더보기
르 르 르 커스텀어클락
wool classic balmacaan coat (ch... padded balmacaan coat (black) [은현 PICK] wool double-breaste... [보라끌레르, 민델
62%149,650 70%147,410 62%172,210 25%149,200
쿠폰 쿠폰 쿠폰 무료배송 쿠폰
눈여겨봐야 할 브랜드 선물하기 구매하기

플르부아 야오 아로마티카 러쉬
핸드크림 30mL (5종 중 택1) 헤어브러쉬 스칼프케어라운드(브런트... 플로럴 퍼퓸 핸드크림 30ML (4종 중 ... 로즈 잼 100g - 샤
15%10,880 34%10,430 35%8,390 20,000
리뷰(137)
더보기
+114
나와 비슷한 체형(137) 체형별
lee********* 2025.12.24
옵션 : [사이즈]FREE
체형 : 170cm, 54kg
사이즈 : 커요
몇년만에 새 코트",charcoal,,,,,,,,
여성_의류/37_3043365.pdf,CASH MERINO V-NECK KNIT_CHARCOAL_OE1C2MKN11CHL,CASH MERINO V-NECK KNIT_CHARCOAL_OE1C2MKN11CHL,여성_의류,,24464,,,,": 잘 맞아요

영하에 안에 이너티입고 입었는데 생각보다 엄청 따뜻했어요! 보풀은 아직 좀 더 지나봐야 알겠지만 어깨 떨어...
soo***** 2026.01.23
체형 : 165cm, 60kg
사이즈 : 잘 맞아요
V넥니트 고민많이했습니다. 1순위는 따갑지않은것, 그리고 적당한v넥, 적당한두께와 폼, 기장.. 그리고 밑단.. ...
hwo**** 2026.01.19
체형 : 163cm, 55kg
사이즈 : 잘 맞아요
타브랜드 v넥니트랑 고민 많이 하다가 소재 비율 대비 가격이 합리적이라고 판단해서 구매했어요! v넥이 얕진 ...
sub**** 2026.01.13
체형 : 154cm, 45kg
사이즈 : 잘 맞아요
진짜 예뻐요 맨날 입다가 드라이맡기고 입을 거 없어서 울었음 넥라인 각도가 진짜 넘 고급지고 ss제품이라 가...
esp********* 2026.01.04
체형 : 160cm, 60kg
사이즈 : 잘 맞아요
딱 요런 적당한 브이넥 니트를 찾고 있었는데 은근 기본 스탈에 소재도 두껍지 않고 넥이 너무 파지지도 않은 제...
son******* 2025.08.",,,,,,,,,
여성_의류/37_3422132.pdf,시에르 실크핏 긴팔 커플 잠옷 세트,해원 Pick,여성_의류,,54000,,,,"]L [선물 패키지 추가]선택안함
체형 : 165cm, 54kg
사이즈 : 잘 맞아요
생각보다 소재가좋아요 세탁후건조기돌렸는데 변형없이 깨끗해서놀랐어요 잘때 예민해서 잠옷고르는데 까다...
lji***** 2025.11.25
옵션 : [사이즈]M [선물 패키지 추가]선택안함
체형 : 165cm, 52kg
사이즈 : 잘 맞아요
可以！给你一段自然、可爱的韩语睡衣리뷰（大约50字）： 색감이 너무 예쁘고 분위기도 은은해서 마...
xyz***** 2026.01.22
옵션 : [사이즈]M [선물 패키지 추가]선택안함
체형 : 153cm, 41kg
사이즈 : 커요
컬러 배색이 시원하고 깔끔하면서도 귀여운 느낌이 나서 마음에 들어요. 상세페이지에서 보이는 것과 실물 느...
yuj******** 2026.01.15
옵션 : [사이즈]L [선물 패키지 추가]선택안함
체형 : 163cm, 47kg
사이즈 : 커요
잠옷 크게 입는 거 좋아해서 라지로 했는데 크긴 한데 좋아요 생각보다 더 얇아서 봄~여름 잠옷인 거 같긴 해요 ...
선물하기 구매하기
kim****** 2026.01.03

옵션",,,,,,,,,
여성_의류/38_2809438.pdf,2026.01.26 ~ 02.08,SPECIAL-ORDER,여성_의류,,59000,,,Free,"HEIGHT 170CM/ BUST 28""/ WAIST 24""/ HIP 34""
MODEL FITTING
라이트 베이지 / FREE
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

MODEL SIZE
HEIGHT 170CM/ BUST 28""/ WAIST 24""/ HIP 34""
MODEL FITTING
브라운 / FREE
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

MODEL SIZE
HEIGHT 173CM/ BUST 29""/ WAIST 23""/ HIP 34""
MODEL FITTING
아이보리 / FREE
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

MODEL SIZE
HEIGHT 173CM/ BUST 29""/ WAIST 23""/ HIP 34""
MODEL FITTING
블랙 / FREE
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기",,,,,,,,,
여성_의류/38_2960547.pdf,[은현 PICK] alpaca blend hoodie sweater (ivory),LE 107K,여성_의류,,14652,,,Free,"]FREE
체형 : 168cm, 53kg
사이즈 : 잘 맞아요
다른 색상의 후기가 좋고 아이보리 후드 니트가 필요하던차에 구매해봤어요. 일단 구매후 배송지연 문자를 받...
suj****** 2026.01.16
옵션 : [사이즈]FREE
체형 : 164cm, 53kg
사이즈 : 잘 맞아요
너어무 너어무 오래 기다렸어요.늦은배송연락받았긴 했지만 그래서 별하나뺐어요.사실 다른컬러 구매후 잘 입...
vkf********* 2025.11.24
옵션 : [사이즈]FREE
체형 : 162cm, 55kg
사이즈 : 잘 맞아요
쥐똥만한 모자도 귀여운걸요 그레이랑 매우고민했는데 사실 색은 더 누런색이 덜한 아이보리먼 좋겠지만 이너...
cha***** 2026.01.24
옵션 : [사이즈]FREE
체형 : 164cm, 60kg
사이즈 : 잘 맞아요
옷은 예뻐요.. 그치만 브랜드 대응은 화가 납니다!! 브랜드측 실수로 옷을 다른 제품으로 잘못 보냈다고 하는데, ...
dbs******* 2026.01.21
옵션 : [사이즈]FREE
체형 : 161cm, 48kg
사이즈 : 잘 맞아요
그",IVORY,,,,,,,,
여성_의류/39_2774688.pdf,영업일 오전 8시 이전의 결제건들에 한해 당일 출고 되고 있으며 (예약배송 제외),SPECIAL-ORDER,여성_의류,,108000,,,,"]GRAY:SMLALL
체형 : 160cm, 52kg
사이즈 : 커요
후기대로 허리는 살짝큽니다. 160cm,48kg기준입니다. 재질 역시 후기대로 소재 만족합니다. 치마 길이도 제...
lyj***** 2026.01.14
옵션 : [COLOR:SIZE]GRAY:SMLALL
체형 : 163cm, 46kg
사이즈 : 커요
노티아!! 제품 너무 맘에들어요! 중간에 교환처리도 너무 빠르게 해주셔서 일정에 맞게 입을수 있을것 같아요~ ...
phj**** 2025.12.17
옵션 : [COLOR:SIZE]GRAY:SMLALL
체형 : 164cm, 52kg
사이즈 : 잘 맞아요
받자마자 기분좋게 배송도 깔끔하개 잘 왔어요 소재는 막 겨울용도 아니고 여름 제외 3계절용으로 딱이에요 16...
pro******** 2025.11.12
옵션 : [COLOR:SIZE]GRAY:MEDIUM
체형 : 165cm, 57kg 선물하기 구매하기
사이즈 : 잘 맞아요

맥시한 기장감에 허리사이즈는 넉넉하게 잘 맞아서 분위기있게 너무 편해요! 컬러감도 딱 제가 원하던 그레이...
enj*******",,,,,,,,,
여성_의류/40_2203760.pdf,_[29CM 단독][with 문지원] Clay wool V-neck knit_6colors,바로배송,여성_의류,,88000,,: Dry Clean Do not Tumble dry * 의류 건조기로 관리하실 경우 제품의 수축 및 변형이 올 수 있으니 되도록 삼가해주시기 바랍니다. DETAIL - 고급스러운 울 100% 원사를 사용한 브이넥 니트입니다.,Free,"Free
어깨 : - 선물하기 구매하기

가슴 : 53cm
암홀 : -
소매길이 : 70cm
소매 통 : 21cm
총장 : 57cm
MODEL SIZE
Height 170cm / Oatmeal, Melange gray, Emerald green / Free 착용
Height 175cm / Oatmeal, Melange gray, Emerald green / Free 착용
Height 168cm / Red, Black / Free 착용
Height 168.5cm / Brown / Free 착용
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

상품설명 닫기
브이넥 BEST 더보기
선물하기 구매하기

유라고 오브베이지 유라고 몽돌
Washable V-neck knit_7colors CASH MERINO WOOL V-NECK KNI... [29CM 단독][with 문지원] Clay wool ... [여울, 빛
28%41,760 30%117,570 28%63,360 40",,,,,,,,,
여성_의류/40_3234721.pdf,[디즈니] 서프 미키_티셔츠 NTS4465,[디즈니] 서프 미키_티셔츠 NTS4465,여성_의류,,45000,,,,"]XL
체형 : 161cm, 56kg
사이즈 : 작아요
사이즈가 좀 애매해서 핏이 안예뻐요ㅜ 그리고 뒤에 달려있는 텍이 면이 아니라 비닐같은 소재여서 입고있을때...
kew****** 2025.06.18
옵션 : [컬러]화이트 [사이즈]M 선물하기 구매하기
체형 : 165cm, 56kg

사이즈 : 커요
소재가 딱 좋아요! 두껍지도 않고 그렇다고 건조기 돌리면 틀어질 것 같지는 않은.. 순백색 아니고 아주 살짝 아...
jy8*** 2025.06.14
옵션 : [컬러]화이트 [사이즈]M
체형 : 166cm, 49kg
사이즈 : 커요
천은 톡톡하니 비침없어서 좋아요. 스몰 품절이라 엠사이즈 했더니 너무 크네요ㅠㅠ 저렴하게 사서 그냥 입습...
tjs******** 2025.11.08
옵션 : [컬러]화이트 [사이즈]M
체형 : 159cm, 48kg
사이즈 : 커요
체구가 큰편이 아니라 확실히 조금 박시한 느낌이 있어요 디자인도 귀엽고 저렴한 가격에 막 입기 좋을 것 같아...
kim*** 2025.06.11
옵션 : [컬러]화이트 [사이즈]XL
체형 : 163cm, 55k","PATCHWORK,QUILTED,PRINTED,3,...",,,,,,,,
여성_의류/41_3411200.pdf,Essential Layered Long Sleeve [Pale Pink],,여성_의류,,50000,,,M,"may vary by 1-3 cm depending on the measurement location and method.
(Model Info)
Height : 174cm(Blond) / 178cm(Light Blond)
Fitting Size : OS
선물하기 구매하기

[WASHING TIP]
* 첫 세탁은 드라이클리닝을 권장합니다.
* 비틀어 짜지 마십시오.
* 기계 세탁, 건조기 이용 시 변형, 이염, 변색, 탈색 가능성이 있습니다.
* 세탁 부주의로 인해 제품이 훼손된 경우 보상의 책임을 지지 않습니다.
* 제품 색상은 사용자의 모니터 환경에 따라 실제 색상과 다소 차이가 있을 수 있습니다.
* Dry cleaning is recommended for the first wash.
* Don't twist and squeeze it.
* Machine washing and dryer may cause deformation, discoloration, discoloration, and
bleaching.
* If the product is damaged due","PALE,PINK",,,,,,,,
여성_의류/41_3544277.pdf,[5차/정린착용] FINE WOOL HANDEMADE COAT [BUTTER],[5차/정린착용] FINE WOOL HANDEMADE COAT [BUTTER],여성_의류,,59700,,,,"D 3-BUTTON WOOL COA... [가혜 PICK] wool double-breasted c... OVERSIZED 3-BUTTON WOOL COA... [10차] [
40%257,400 62%172,210 40%257,400 399,0
조건부 무료배송 쿠폰 조건부 무료배송 조건부 무
추천 상품 더보기
모우트 르 커스텀어클락 런던다다
3-BUTTON ALPACA SINGLE CO... [은현 PICK] wool double-breaste... [보라끌레르, 민델리 PICK] [우먼] 벨... BRUSH REGLAN
458,000 62%172,210 25%149,200 10%252,000
쿠폰 무료배송 쿠폰 무료배송
눈여겨봐야 할 브랜드
이니스프리 에스트라 지비에이치 야오
레티놀 PDRN 앰플 겔 마스크 new 아토베리어365 크림 80ml x 2개 [선물포장] 핸드 워시 & 핸드 로션 기... 헤어브러쉬 우드라
32%2,720 28%47,690 15%39,950 5%25,550
리뷰(19)
품절

더보기
+13
BUTTER
나와 비슷한 체형(19) 체형별
kim*",BUTTER,,,,,,,,
여성_의류/42_2883823.pdf,a haag half zip-up (navy),HAAG 65K,여성_의류,,23600,,,,": 커요
너무 맘에 들어요. 예전부터 찜해놓고 보고 있었는데 진작 구매할껄,,했네요. 촉감 좋고 커서 맘에 들어요. 잘 입...
dkg***** 2026.01.26
체형 : 169cm, 70kg
사이즈 : 잘 맞아요
평소에 66입는데도 좀 박시한편이고 키 70인데도 살짝 긴편입니다 저는 좀크게입는게 이쁜것같아서 맘에듭니...
phi**** 2026.01.07
체형 : 161cm, 60kg
사이즈 : 커요
유명하고 후기 좋은 제품이 왜 그런지 이해가 너무 잘 됩니다ㅎㅎㅎ 오버핏인데 하나도 안부해보이고 너무 예...
선물하기 구매하기
kim****** 2025.11.17

체형 : 166cm, 53kg
사이즈 : 잘 맞아요
작년에 그레이 컬러를 너무 잘 입어서 네이비도 추가로 구매했어요 :) 밑단 시보리만 정말 더 짱짱하면 좋을텐...
mis****** 2026.01.07
체형 : 157cm, 47kg
사이즈 : 잘 맞아요
지인선물로 다른브랜드랑 비교하고 고민하다 선물했어요 사실은 제가 입고 싶어 찜했어거든요 흔한 디자인이...
ej4*** 2025.12.13
체형 : 1",NAVY,,,,,,,,
